NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE			
GOBP_DNA_REPLICATION	164	0.32414448	1.1820449	0.12955466	0.88396406	1	2110	"tags=24%,"	"list=20%,"	signal=30%	
GOBP_HEAD_MORPHOGENESIS	27	0.38429186	0.977597	0.5068493	0.8839979	1	1060	"tags=22%,"	"list=10%,"	signal=25%	
GOBP_FOCAL_ADHESION_ASSEMBLY	51	0.46472228	1.5992228	0.018404908	0.8840128	0.981	1124	"tags=16%,"	"list=11%,"	signal=17%	
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	39	0.353192	0.99585766	0.46575344	0.8840222	1	931	"tags=13%,"	"list=9%,"	signal=14%	
GOBP_DETECTION_OF_BIOTIC_STIMULUS	22	0.38247624	0.97943574	0.5111562	0.8840276	1	1742	"tags=27%,"	"list=16%,"	signal=33%	
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	19	0.35213283	0.97653383	0.46625766	0.8840532	1	2608	"tags=42%,"	"list=25%,"	signal=56%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	50	0.33384627	0.98909086	0.46850392	0.88408977	1	1044	"tags=20%,"	"list=10%,"	signal=22%	
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	302	0.24436255	0.98988235	0.48681542	0.8841386	1	1890	"tags=17%,"	"list=18%,"	signal=20%	
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	187	0.2982359	0.9722866	0.507874	0.8841813	1	2407	"tags=26%,"	"list=23%,"	signal=33%	
GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION	16	0.46333718	0.9720129	0.49411765	0.8842163	1	1798	"tags=38%,"	"list=17%,"	signal=45%	
GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	15	0.41790614	0.9952651	0.4846154	0.88421816	1	2290	"tags=40%,"	"list=22%,"	signal=51%	
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	15	0.455719	0.99633807	0.51527494	0.8842306	1	3368	"tags=47%,"	"list=32%,"	signal=68%	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	21	0.40386647	0.9783159	0.48702595	0.88423777	1	1942	"tags=38%,"	"list=18%,"	signal=47%	
GOBP_RESPONSE_TO_THYROID_HORMONE	19	0.38415858	0.97909313	0.48046875	0.8842866	1	837	"tags=21%,"	"list=8%,"	signal=23%	
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	71	0.27319962	0.99010605	0.46153846	0.8843272	1	1220	"tags=14%,"	"list=12%,"	signal=16%	
GOBP_RESPONSE_TO_DSRNA	28	0.32087702	0.98955846	0.45544556	0.88435	1	2018	"tags=21%,"	"list=19%,"	signal=26%	
GOBP_MEIOTIC_CELL_CYCLE	156	0.3146655	0.9857451	0.5267327	0.88439465	1	1850	"tags=24%,"	"list=17%,"	signal=29%	
GOBP_INTRACELLULAR_LIPID_TRANSPORT	32	0.294886	0.990333	0.49094567	0.8844157	1	513	"tags=9%,"	"list=5%,"	signal=10%	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	123	0.2609559	0.9892442	0.4702381	0.8844781	1	1593	"tags=16%,"	"list=15%,"	signal=19%	
GOBP_DEFENSE_RESPONSE_TO_FUNGUS	20	0.48606503	1.131216	0.31075698	0.884541	1	821	"tags=20%,"	"list=8%,"	signal=22%	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	16	0.48157933	1.1814197	0.21428572	0.8845614	1	2682	"tags=50%,"	"list=25%,"	signal=67%	
GOBP_ANATOMICAL_STRUCTURE_MATURATION	147	0.29937446	0.98594743	0.49902153	0.88459635	1	1731	"tags=20%,"	"list=16%,"	signal=23%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	94	0.25901163	0.97371614	0.5233463	0.8846634	1	1669	"tags=17%,"	"list=16%,"	signal=20%	
GOBP_CARDIOCYTE_DIFFERENTIATION	84	0.2929642	0.9613098	0.5247148	0.88468266	1	2295	"tags=24%,"	"list=22%,"	signal=30%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	66	0.33116683	0.9786947	0.5201535	0.8846873	1	1453	"tags=24%,"	"list=14%,"	signal=28%	
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	92	0.36528265	1.1592852	0.20039293	0.88470644	1	1138	"tags=17%,"	"list=11%,"	signal=19%	
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	28	0.37074697	0.9794981	0.50924027	0.8847169	1	174	"tags=14%,"	"list=2%,"	signal=14%	
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	17	0.40268946	0.99186426	0.5020161	0.88473934	1	406	"tags=12%,"	"list=4%,"	signal=12%	
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	18	0.38161892	0.9747327	0.5092025	0.8847841	1	2520	"tags=33%,"	"list=24%,"	signal=44%	
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	96	0.26408866	0.97393805	0.5340206	0.8848035	1	2059	"tags=22%,"	"list=19%,"	signal=27%	
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	15	0.38683233	0.99590045	0.47895792	0.88482887	1	2535	"tags=33%,"	"list=24%,"	signal=44%	
GOBP_EPIDERMIS_DEVELOPMENT	179	0.29468447	0.9776076	0.5214844	0.8848456	1	1433	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_VIRAL_GENE_EXPRESSION	66	0.31657544	1.1822702	0.2145749	0.88496286	1	1905	"tags=21%,"	"list=18%,"	signal=26%	
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	196	0.28773952	0.9963882	0.486	0.8849813	1	1812	"tags=23%,"	"list=17%,"	signal=28%	
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	422	0.2387608	0.9744125	0.5205479	0.8850005	1	1593	"tags=14%,"	"list=15%,"	signal=16%	
GOBP_ENDOCRINE_HORMONE_SECRETION	42	0.41971013	1.1410564	0.23260437	0.885025	1	1843	"tags=31%,"	"list=17%,"	signal=37%	
GOBP_LUNG_CELL_DIFFERENTIATION	17	0.42161998	0.99069065	0.46575344	0.8850353	1	1566	"tags=29%,"	"list=15%,"	signal=34%	
GOBP_MITOCHONDRION_LOCALIZATION	27	0.44171017	1.1808728	0.28543308	0.8850665	1	1425	"tags=11%,"	"list=13%,"	signal=13%	
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	19	0.43662226	0.9783221	0.5150905	0.8850856	1	394	"tags=21%,"	"list=4%,"	signal=22%	
GOBP_ERAD_PATHWAY	76	0.2511451	1.0042406	0.45173746	0.88517684	1	3568	"tags=36%,"	"list=34%,"	signal=53%	
GOBP_PROTEIN_POLYUBIQUITINATION	152	0.29114616	1.1780554	0.12745099	0.8852158	1	1334	"tags=14%,"	"list=13%,"	signal=16%	
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	100	0.3022033	0.99036413	0.47420636	0.88522124	1	1433	"tags=18%,"	"list=14%,"	signal=21%	
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	477	0.2538118	0.97404313	0.51272017	0.8853512	1	2120	"tags=21%,"	"list=20%,"	signal=25%	
GOBP_POSITIVE_REGULATION_OF_SECRETION	195	0.26777375	0.9748196	0.4928717	0.8853702	1	2418	"tags=24%,"	"list=23%,"	signal=31%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	244	0.24489655	0.9613458	0.5465587	0.88537794	1	1337	"tags=12%,"	"list=13%,"	signal=13%	
GOBP_INTERLEUKIN_2_PRODUCTION	33	0.3583582	0.9638668	0.53535354	0.8854812	1	644	"tags=18%,"	"list=6%,"	signal=19%	
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	49	0.31779996	0.9635779	0.5282258	0.8855447	1	1911	"tags=27%,"	"list=18%,"	signal=32%	
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	114	0.33683708	0.9908142	0.46588695	0.8855451	1	1850	"tags=26%,"	"list=17%,"	signal=32%	
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	165	0.26256007	1.0043911	0.44242424	0.88558286	1	1872	"tags=17%,"	"list=18%,"	signal=20%	
GOBP_G0_TO_G1_TRANSITION	18	0.37482497	0.9776311	0.49298596	0.8856392	1	1444	"tags=22%,"	"list=14%,"	signal=26%	
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	101	0.32838175	1.129779	0.18571429	0.8856885	1	2339	"tags=27%,"	"list=22%,"	signal=34%	
GOBP_CELL_REDOX_HOMEOSTASIS	28	0.4196192	1.1305377	0.3172691	0.88582736	1	2951	"tags=50%,"	"list=28%,"	signal=69%	
GOBP_ACTIN_FILAMENT_BASED_PROCESS	477	0.26029205	1.0045863	0.4393638	0.8858768	1	1713	"tags=16%,"	"list=16%,"	signal=18%	
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	31	0.4019246	1.1312917	0.24631579	0.8859078	1	2009	"tags=32%,"	"list=19%,"	signal=40%	
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	76	0.31424513	0.9963906	0.44195518	0.88591623	1	1128	"tags=16%,"	"list=11%,"	signal=18%	
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	322	0.24920042	1.0050689	0.45109782	0.8860359	1	2449	"tags=25%,"	"list=23%,"	signal=31%	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	75	0.2790725	0.96138984	0.528	0.886065	1	2145	"tags=24%,"	"list=20%,"	signal=30%	
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	72	0.2687498	1.0034292	0.44088176	0.8860875	1	1794	"tags=15%,"	"list=17%,"	signal=18%	
GOBP_GLIAL_CELL_PROLIFERATION	33	0.3797899	1.141203	0.24501993	0.88613325	1	694	"tags=12%,"	"list=7%,"	signal=13%	
GOBP_PROTEIN_MONOUBIQUITINATION	54	0.3042571	1.0047519	0.46391752	0.8861972	1	1158	"tags=15%,"	"list=11%,"	signal=17%	
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	47	0.40155566	1.1593847	0.24212599	0.88621944	1	1083	"tags=19%,"	"list=10%,"	signal=21%	
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	20	0.4577001	1.0036608	0.47184467	0.8862322	1	143	"tags=10%,"	"list=1%,"	signal=10%	
GOBP_RESPONSE_TO_FUNGUS	29	0.39373186	0.9965676	0.45850623	0.88623774	1	1450	"tags=24%,"	"list=14%,"	signal=28%	
GOBP_EXOCYTOSIS	240	0.2440244	0.9638796	0.54016066	0.88626456	1	1339	"tags=11%,"	"list=13%,"	signal=13%	
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	34	0.35133478	0.9908728	0.46303502	0.88627726	1	1621	"tags=24%,"	"list=15%,"	signal=28%	
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING	16	0.48429146	1.1285055	0.308	0.88628274	1	232	"tags=19%,"	"list=2%,"	signal=19%	
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	271	0.28089717	1.1300138	0.17938145	0.8863363	1	2080	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	59	0.31446472	0.9630545	0.5504762	0.8863709	1	1566	"tags=19%,"	"list=15%,"	signal=22%	
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	83	0.2931612	0.96155673	0.52772075	0.88639903	1	1138	"tags=14%,"	"list=11%,"	signal=16%	
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	21	0.46132493	1.179625	0.24351297	0.88642156	1	1124	"tags=24%,"	"list=11%,"	signal=27%	
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	24	0.47315636	1.1801157	0.22155689	0.88643235	1	967	"tags=25%,"	"list=9%,"	signal=27%	
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	57	0.35297528	1.1241916	0.23446894	0.8865763	1	1823	"tags=23%,"	"list=17%,"	signal=27%	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	182	0.32294178	1.1402818	0.2520661	0.88679135	1	2265	"tags=25%,"	"list=21%,"	signal=31%	
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	77	0.30002663	1.178632	0.18312757	0.8867975	1	2613	"tags=32%,"	"list=25%,"	signal=43%	
GOBP_MEMBRANE_RAFT_ORGANIZATION	18	0.37855324	0.9624234	0.5111562	0.8868019	1	3257	"tags=50%,"	"list=31%,"	signal=72%	
GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	27	0.3559802	1.0051165	0.42322835	0.8868527	1	1808	"tags=22%,"	"list=17%,"	signal=27%	
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	27	0.36299485	0.9969369	0.47126436	0.88686883	1	1336	"tags=22%,"	"list=13%,"	signal=25%	
GOBP_HETEROTYPIC_CELL_CELL_ADHESION	32	0.3772138	0.99665207	0.4752066	0.88689166	1	932	"tags=19%,"	"list=9%,"	signal=20%	
GOBP_REGULATION_OF_EXCRETION	17	0.48483583	0.96264106	0.54613936	0.88690454	1	979	"tags=24%,"	"list=9%,"	signal=26%	
GOBP_ZYMOGEN_ACTIVATION	38	0.42314768	1.1370077	0.262	0.886912	1	1186	"tags=26%,"	"list=11%,"	signal=30%	
GOBP_JNK_CASCADE	106	0.30746287	0.96393806	0.5501931	0.8869169	1	1345	"tags=17%,"	"list=13%,"	signal=19%	
GOBP_EXECUTION_PHASE_OF_APOPTOSIS	41	0.43397024	1.178149	0.20934959	0.8869182	1	1574	"tags=27%,"	"list=15%,"	signal=31%	
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	75	0.33955646	1.1422199	0.22222222	0.8869775	1	1289	"tags=16%,"	"list=12%,"	signal=18%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	76	0.31904215	0.96162015	0.5127701	0.88703173	1	1581	"tags=24%,"	"list=15%,"	signal=28%	
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	20	0.40250447	0.9701123	0.5199203	0.88705623	1	1129	"tags=10%,"	"list=11%,"	signal=11%	
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	15	0.45850712	1.0055972	0.46341464	0.88709736	1	2326	"tags=53%,"	"list=22%,"	signal=68%	
GOBP_RENAL_TUBULE_DEVELOPMENT	66	0.43079314	1.1790292	0.24513619	0.8871282	1	1191	"tags=20%,"	"list=11%,"	signal=22%	
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	200	0.24254233	0.96207565	0.5739645	0.8871527	1	2059	"tags=23%,"	"list=19%,"	signal=27%	
GOBP_SEXUAL_REPRODUCTION	452	0.3139128	1.1313851	0.09320388	0.8871655	1	1798	"tags=21%,"	"list=17%,"	signal=24%	
GOBP_MESODERM_DEVELOPMENT	76	0.36419863	0.97032595	0.4980315	0.8871701	1	1269	"tags=20%,"	"list=12%,"	signal=22%	
GOBP_REGULATION_OF_WOUND_HEALING	78	0.36091942	1.0052804	0.44840527	0.88723016	1	1843	"tags=24%,"	"list=17%,"	signal=29%	
GOBP_METAL_ION_HOMEOSTASIS	314	0.2854749	1.1373246	0.11881188	0.8873035	1	2154	"tags=23%,"	"list=20%,"	signal=28%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	436	0.2768799	1.1417245	0.11089494	0.8874189	1	1577	"tags=16%,"	"list=15%,"	signal=18%	
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	70	0.27624643	0.96173674	0.5383104	0.8874518	1	1879	"tags=17%,"	"list=18%,"	signal=21%	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	22	0.37903252	0.9704939	0.4831014	0.8874608	1	1220	"tags=23%,"	"list=12%,"	signal=26%	
GOBP_ENDOTHELIUM_DEVELOPMENT	91	0.33786705	1.1286165	0.23846154	0.88748944	1	1573	"tags=15%,"	"list=15%,"	signal=18%	
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	77	0.29161397	0.9599255	0.54141414	0.88749653	1	1472	"tags=17%,"	"list=14%,"	signal=19%	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	17	0.4246659	0.9640013	0.52417797	0.8875423	1	1723	"tags=41%,"	"list=16%,"	signal=49%	
GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	23	0.3727339	0.99699175	0.46254683	0.88763463	1	1298	"tags=17%,"	"list=12%,"	signal=20%	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	18	0.3863245	0.9696672	0.47328246	0.8876477	1	2290	"tags=33%,"	"list=22%,"	signal=42%	
GOBP_SPERM_FLAGELLUM_ASSEMBLY	21	0.4674262	1.0057105	0.43326488	0.8876756	1	1306	"tags=33%,"	"list=12%,"	signal=38%	
GOBP_CILIUM_ORGANIZATION	243	0.32164094	1.1412587	0.20816326	0.8877039	1	1624	"tags=21%,"	"list=15%,"	signal=24%	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	15	0.44413713	1.0070927	0.47851562	0.8877819	1	3257	"tags=67%,"	"list=31%,"	signal=96%	
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	31	0.36846545	1.124262	0.3129771	0.8878876	1	2711	"tags=32%,"	"list=26%,"	signal=43%	
GOBP_HISTONE_H3_ACETYLATION	49	0.3376535	1.137572	0.22619048	0.8879474	1	677	"tags=10%,"	"list=6%,"	signal=11%	
GOBP_HINDBRAIN_MORPHOGENESIS	25	0.3672366	0.97058225	0.5084746	0.8880189	1	770	"tags=12%,"	"list=7%,"	signal=13%	
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	200	0.2585324	0.9600112	0.5736434	0.8880331	1	1512	"tags=17%,"	"list=14%,"	signal=19%	
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	367	0.24511147	0.9689878	0.58674467	0.8881433	1	1688	"tags=16%,"	"list=16%,"	signal=18%	
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	92	0.35163864	1.1319218	0.18972331	0.8881453	1	2059	"tags=32%,"	"list=19%,"	signal=39%	
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	30	0.43627295	1.1245806	0.25154638	0.88816285	1	1909	"tags=30%,"	"list=18%,"	signal=36%	
GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	35	0.31913507	0.99710625	0.47945204	0.88820004	1	1658	"tags=23%,"	"list=16%,"	signal=27%	
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	82	0.30339006	0.96405435	0.52208835	0.8882154	1	1843	"tags=23%,"	"list=17%,"	signal=28%	
GOBP_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	111	0.3338828	1.1423434	0.2208589	0.8882193	1	1633	"tags=22%,"	"list=15%,"	signal=25%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	57	0.30852434	0.96920645	0.5269461	0.8882441	1	667	"tags=12%,"	"list=6%,"	signal=13%	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	237	0.2595368	0.9655505	0.5596869	0.88839	1	1823	"tags=18%,"	"list=17%,"	signal=21%	
GOBP_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	32	0.3698892	1.0071744	0.4460285	0.88847786	1	1454	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	199	0.26707172	0.9593359	0.6031434	0.8885183	1	1562	"tags=17%,"	"list=15%,"	signal=20%	
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	16	0.43945658	0.99727076	0.4595661	0.88852155	1	1942	"tags=25%,"	"list=18%,"	signal=31%	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	22	0.37167504	1.0057302	0.44111776	0.88858855	1	825	"tags=18%,"	"list=8%,"	signal=20%	
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	31	0.36868238	1.132979	0.2816092	0.8886191	1	2278	"tags=23%,"	"list=21%,"	signal=29%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	26	0.4173868	1.1314193	0.26285714	0.88871527	1	1481	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_ENDOCRINE_PROCESS	69	0.35935	1.1287043	0.1851145	0.88875926	1	1843	"tags=26%,"	"list=17%,"	signal=31%	
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	81	0.2741486	0.96564597	0.5048356	0.8888989	1	1533	"tags=17%,"	"list=14%,"	signal=20%	
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	46	0.33179164	0.96407574	0.49315068	0.88897675	1	1124	"tags=15%,"	"list=11%,"	signal=17%	
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	51	0.29698053	0.9645457	0.5304519	0.88910884	1	2500	"tags=31%,"	"list=24%,"	signal=41%	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	31	0.41852692	1.1393614	0.22762646	0.8891133	1	1044	"tags=19%,"	"list=10%,"	signal=21%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	47	0.36876792	1.007264	0.4448819	0.8891371	1	1621	"tags=23%,"	"list=15%,"	signal=28%	
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	31	0.37134618	0.96581393	0.5199203	0.88922167	1	1843	"tags=35%,"	"list=17%,"	signal=43%	
GOBP_REGULATION_OF_CHEMOTAXIS	138	0.30073115	0.9973052	0.45348838	0.8893306	1	1911	"tags=23%,"	"list=18%,"	signal=28%	
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	61	0.326228	0.9989469	0.42829075	0.8893623	1	1128	"tags=16%,"	"list=11%,"	signal=18%	
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	69	0.35495493	1.1376338	0.19132149	0.88948125	1	1486	"tags=23%,"	"list=14%,"	signal=27%	
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	120	0.29099324	1.0057542	0.4550898	0.8894972	1	1430	"tags=18%,"	"list=13%,"	signal=20%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	126	0.25709945	0.9659742	0.51214576	0.8895548	1	2239	"tags=19%,"	"list=21%,"	signal=24%	
GOBP_REGULATION_OF_STEROID_HORMONE_SECRETION	18	0.526029	1.1319788	0.32023576	0.8895996	1	1843	"tags=50%,"	"list=17%,"	signal=60%	
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	23	0.31432146	0.95845926	0.50389105	0.88963944	1	1854	"tags=17%,"	"list=17%,"	signal=21%	
GOBP_AEROBIC_RESPIRATION	127	0.3180829	1.1424322	0.26760563	0.8896563	1	1603	"tags=18%,"	"list=15%,"	signal=21%	
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	25	0.3491223	0.96412987	0.5222672	0.88965875	1	1758	"tags=20%,"	"list=17%,"	signal=24%	
GOBP_NCRNA_METABOLIC_PROCESS	391	0.21962179	0.9646403	0.6247505	0.889668	1	2093	"tags=17%,"	"list=20%,"	signal=21%	
GOBP_AMYLOID_FIBRIL_FORMATION	28	0.4385036	1.1379927	0.27079305	0.88968384	1	1763	"tags=25%,"	"list=17%,"	signal=30%	
GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	24	0.44924682	1.1245979	0.31499052	0.8897424	1	2344	"tags=42%,"	"list=22%,"	signal=53%	
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	41	0.32897332	1.1323357	0.27634194	0.8897999	1	2070	"tags=24%,"	"list=20%,"	signal=30%	
GOBP_EXIT_FROM_MITOSIS	22	0.4278196	1.1226712	0.31620553	0.8898309	1	2198	"tags=27%,"	"list=21%,"	signal=34%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	157	0.25422257	0.96483374	0.49607843	0.8898968	1	2457	"tags=19%,"	"list=23%,"	signal=25%	
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	27	0.41842306	0.99931806	0.44621515	0.8899199	1	1507	"tags=22%,"	"list=14%,"	signal=26%	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	20	0.39544064	1.0059303	0.46088794	0.8899296	1	1566	"tags=30%,"	"list=15%,"	signal=35%	
GOBP_ORGANELLE_LOCALIZATION	345	0.2375379	1.0062156	0.4305835	0.88992965	1	1425	"tags=11%,"	"list=13%,"	signal=13%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	56	0.31660256	1.0073277	0.422449	0.889953	1	1575	"tags=18%,"	"list=15%,"	signal=21%	
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	28	0.3430861	1.0092664	0.44959676	0.8899628	1	2393	"tags=39%,"	"list=23%,"	signal=51%	
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	29	0.3880215	0.968138	0.4989899	0.8900438	1	921	"tags=28%,"	"list=9%,"	signal=30%	
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	19	0.46833253	1.126446	0.30451867	0.8900493	1	2073	"tags=37%,"	"list=20%,"	signal=46%	
GOBP_REGULATION_OF_CAMP_MEDIATED_SIGNALING	19	0.4348593	0.99737346	0.4243028	0.8900597	1	997	"tags=21%,"	"list=9%,"	signal=23%	
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	259	0.2541587	0.95858145	0.59302324	0.8900631	1	1453	"tags=15%,"	"list=14%,"	signal=17%	
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	30	0.28857398	0.9660767	0.5102459	0.8900739	1	1926	"tags=17%,"	"list=18%,"	signal=20%	
GOBP_PHOSPHOLIPID_TRANSPORT	67	0.3282672	0.99900126	0.47195357	0.8901351	1	2279	"tags=22%,"	"list=22%,"	signal=28%	
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	89	0.270232	1.0075402	0.4638298	0.89024484	1	1794	"tags=16%,"	"list=17%,"	signal=19%	
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	139	0.31590346	1.1329882	0.1539961	0.89031357	1	1309	"tags=18%,"	"list=12%,"	signal=20%	
